repo,build_tool,module_rel,class_path,fqcn,test_paths,fatjar_path
apache/maven,maven,impl/maven-core,impl/maven-core/src/main/java/org/apache/maven/project/DefaultProjectBuilder.java,org.apache.maven.project.DefaultProjectBuilder,impl/maven-core/src/test/java/org/apache/maven/project/DefaultProjectBuilderTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_maven/impl_maven-core/maven-core-4.1.0-SNAPSHOT.jar
redis/jedis,maven,.,src/main/java/redis/clients/jedis/Jedis.java,,src/test/java/redis/clients/jedis/JedisTest.java,FAIL
redis/jedis,maven,.,src/main/java/redis/clients/jedis/Protocol.java,,src/test/java/redis/clients/jedis/ProtocolTest.java,FAIL
activiti/activiti,maven,activiti-core/activiti-api-impl/activiti-api-process-runtime-impl,activiti-core/activiti-api-impl/activiti-api-process-runtime-impl/src/main/java/org/activiti/runtime/api/impl/ProcessRuntimeImpl.java,org.activiti.runtime.api.impl.ProcessRuntimeImpl,activiti-core/activiti-api-impl/activiti-api-process-runtime-impl/src/test/java/org/activiti/runtime/api/impl/ProcessRuntimeImplTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/activiti_activiti/activiti-core_activiti-api-impl_activiti-api-process-runtime-impl/activiti-api-process-runtime-impl-8.8.0-SNAPSHOT-jar-with-dependencies.jar
activiti/activiti,maven,activiti-core/activiti-spring-boot-starter,activiti-core/activiti-spring-boot-starter/src/main/java/org/activiti/spring/boot/ProcessEngineAutoConfiguration.java,org.activiti.spring.boot.ProcessEngineAutoConfiguration,activiti-core/activiti-spring-boot-starter/src/test/java/org/activiti/spring/boot/ProcessEngineAutoConfigurationTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/activiti_activiti/activiti-core_activiti-spring-boot-starter/activiti-spring-boot-starter-8.8.0-SNAPSHOT-jar-with-dependencies.jar
apache/rocketmq,maven,client,client/src/main/java/org/apache/rocketmq/client/impl/producer/DefaultMQProducerImpl.java,org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl,client/src/test/java/org/apache/rocketmq/client/producer/selector/DefaultMQProducerImplTest.java,FAIL
apache/rocketmq,maven,store,store/src/main/java/org/apache/rocketmq/store/DefaultMessageStore.java,org.apache.rocketmq.store.DefaultMessageStore,store/src/test/java/org/apache/rocketmq/store/DefaultMessageStoreTest.java,FAIL
codecentric/spring-boot-admin,maven,spring-boot-admin-server-ui,spring-boot-admin-server-ui/src/main/java/de/codecentric/boot/admin/server/ui/config/AdminServerUiAutoConfiguration.java,de.codecentric.boot.admin.server.ui.config.AdminServerUiAutoConfiguration,spring-boot-admin-server-ui/src/test/java/de/codecentric/boot/admin/server/ui/config/AdminServerUiAutoConfigurationTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/codecentric_spring-boot-admin/spring-boot-admin-server-ui/spring-boot-admin-server-ui-3.5.7-SNAPSHOT-jar-with-dependencies.jar
codecentric/spring-boot-admin,maven,spring-boot-admin-server-ui,spring-boot-admin-server-ui/src/main/java/de/codecentric/boot/admin/server/ui/web/UiController.java,de.codecentric.boot.admin.server.ui.web.UiController,spring-boot-admin-server-ui/src/test/java/de/codecentric/boot/admin/server/ui/web/UiControllerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/codecentric_spring-boot-admin/spring-boot-admin-server-ui/spring-boot-admin-server-ui-3.5.7-SNAPSHOT-jar-with-dependencies.jar
javaparser/javaparser,maven,javaparser-core,javaparser-core/src/main/java/com/github/javaparser/ast/visitor/CloneVisitor.java,com.github.javaparser.ast.visitor.CloneVisitor,javaparser-core-testing/src/test/java/com/github/javaparser/ast/visitor/CloneVisitorTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/javaparser_javaparser/javaparser-core/javaparser-core-3.27.2-SNAPSHOT-jar-with-dependencies.jar
javaparser/javaparser,maven,javaparser-core,javaparser-core/src/main/java/com/github/javaparser/ast/visitor/GenericVisitorAdapter.java,com.github.javaparser.ast.visitor.GenericVisitorAdapter,javaparser-core-testing/src/test/java/com/github/javaparser/ast/visitor/GenericVisitorAdapterTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/javaparser_javaparser/javaparser-core/javaparser-core-3.27.2-SNAPSHOT-jar-with-dependencies.jar
netty/netty,maven,common,common/src/main/java/io/netty/util/internal/PlatformDependent.java,io.netty.util.internal.PlatformDependent,common/src/test/java/io/netty/util/internal/PlatformDependentTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/netty_netty/common/netty-common-4.2.10.Final-SNAPSHOT.jar
netty/netty,maven,resolver-dns,resolver-dns/src/main/java/io/netty/resolver/dns/DnsNameResolver.java,io.netty.resolver.dns.DnsNameResolver,resolver-dns/src/test/java/io/netty/resolver/dns/DnsNameResolverTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/netty_netty/resolver-dns/netty-resolver-dns-4.2.10.Final-SNAPSHOT.jar
jenkinsci/jenkins,maven,core,core/src/main/java/hudson/model/DirectoryBrowserSupport.java,hudson.model.DirectoryBrowserSupport,test/src/test/java/hudson/model/DirectoryBrowserSupportTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/jenkinsci_jenkins/core/jenkins-core-2.545-SNAPSHOT-jar-with-dependencies.jar
jenkinsci/jenkins,maven,core,core/src/main/java/hudson/model/Job.java,hudson.model.Job,core/src/test/java/hudson/model/JobTest.java;test/src/test/java/hudson/model/JobTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/jenkinsci_jenkins/core/jenkins-core-2.545-SNAPSHOT-jar-with-dependencies.jar
junit-team/junit5,gradle,.,junit-platform-commons/src/main/java/org/junit/platform/commons/util/ReflectionUtils.java,org.junit.platform.commons.util.ReflectionUtils,platform-tests/src/test/java/org/junit/platform/commons/util/ReflectionUtilsTests.java,FAIL
junit-team/junit5,gradle,.,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/DiscoverySelectors.java,org.junit.platform.engine.discovery.DiscoverySelectors,platform-tests/src/test/java/org/junit/platform/engine/discovery/DiscoverySelectorsTests.java,FAIL
bazelbuild/bazel,SKIP-REPO,,src/main/java/com/google/devtools/build/lib/actions/ActionCacheChecker.java,,src/test/java/com/google/devtools/build/lib/actions/ActionCacheCheckerTest.java,SKIP-REPO
bazelbuild/bazel,SKIP-REPO,,src/main/java/com/google/devtools/build/lib/remote/options/RemoteOptions.java,,src/test/java/com/google/devtools/build/lib/remote/options/RemoteOptionsTest.java,SKIP-REPO
openrefine/openrefine,maven,server,server/src/com/google/refine/Refine.java,,modules/core/src/test/java/com/google/refine/RefineTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/openrefine_openrefine/server/openrefine-3.10-SNAPSHOT-server-jar-with-dependencies.jar
openrefine/openrefine,maven,main,main/src/com/google/refine/importers/SeparatorBasedImporter.java,,main/tests/server/src/com/google/refine/importers/SeparatorBasedImporterTests.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/openrefine_openrefine/main/openrefine-main-jar-with-dependencies.jar
seata/seata,maven,config/seata-config-core,config/seata-config-core/src/main/java/io/seata/config/FileConfiguration.java,io.seata.config.FileConfiguration,config/seata-config-core/src/test/java/org/apache/seata/config/FileConfigurationTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/seata_seata/config_seata-config-core/seata-config-core-2.6.0-SNAPSHOT-jar-with-dependencies.jar
seata/seata,maven,namingserver,namingserver/src/main/java/org/apache/seata/namingserver/manager/NamingManager.java,org.apache.seata.namingserver.manager.NamingManager,namingserver/src/test/java/org/apache/seata/namingserver/NamingManagerTest.java,FAIL
metersphere/metersphere,maven,backend/services/case-management,backend/services/case-management/src/main/java/io/metersphere/functional/controller/FunctionalCaseController.java,io.metersphere.functional.controller.FunctionalCaseController,backend/services/case-management/src/test/java/io/metersphere/functional/controller/FunctionalCaseControllerTests.java,FAIL
metersphere/metersphere,maven,backend/services/system-setting,backend/services/system-setting/src/main/java/io/metersphere/system/controller/SystemProjectController.java,io.metersphere.system.controller.SystemProjectController,backend/services/system-setting/src/test/java/io/metersphere/system/controller/SystemProjectControllerTests.java,FAIL
eclipse-openj9/openj9,SKIP,,jcl/src/java.base/share/classes/java/lang/Class.java,,test/functional/VM_Test/src/com/ibm/j9/offload/tests/mapping/TestClass.java;test/functional/cmdLineTests/shareClassTests/utils/src/Utilities/TestClass.java;test/functional/cmdLineTests/utils/src/org/openj9/test/classtests/ClassTest.java;test/functional/cmdLineTests/utils2/src/org/openj9/test/classtests/ClassTest.java;test/functional/cmdline_options_testresources/src/com/ibm/j9/zostest/TestClass.java,SKIP
eclipse-openj9/openj9,SKIP,,jcl/src/java.base/share/classes/java/lang/ClassLoader.java,,test/functional/Java9andUp/src/org/openj9/test/modularity/TestClassLoader.java;test/functional/cmdLineTests/gcRegressionTests/src/com/ibm/tests/garbagecollector/TestClassLoader.java;test/functional/cmdLineTests/lazyClassLoadingTest/src/j9vm/test/classloader/ClassLoaderTest.java,SKIP
oracle/graal,maven,visualizer/IdealGraphVisualizer,compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/JVMCIVersionCheck.java,,compiler/src/jdk.graal.compiler.test/src/jdk/graal/compiler/hotspot/test/JVMCIVersionCheckTest.java,FAIL
oracle/graal,maven,visualizer/IdealGraphVisualizer,sdk/src/org.graalvm.launcher/src/org/graalvm/launcher/Launcher.java,,sdk/src/org.graalvm.launcher.test/src/org/graalvm/launcher/test/LauncherTest.java,FAIL
azure/azure-sdk-for-java,maven,sdk/cosmos/azure-cosmos,sdk/cosmos/azure-cosmos/src/main/java/com/azure/cosmos/implementation/RxDocumentClientImpl.java,com.azure.cosmos.implementation.RxDocumentClientImpl,sdk/cosmos/azure-cosmos-tests/src/test/java/com/azure/cosmos/implementation/RxDocumentClientImplTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/azure_azure-sdk-for-java/sdk_cosmos_azure-cosmos/azure-cosmos-4.77.0-beta.1-jar-with-dependencies.jar
azure/azure-sdk-for-java,maven,sdk/cosmos/azure-cosmos,sdk/cosmos/azure-cosmos/src/main/java/com/azure/cosmos/implementation/ImplementationBridgeHelpers.java,com.azure.cosmos.implementation.ImplementationBridgeHelpers,sdk/cosmos/azure-cosmos-tests/src/test/java/com/azure/cosmos/implementation/ImplementationBridgeHelpersTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/azure_azure-sdk-for-java/sdk_cosmos_azure-cosmos/azure-cosmos-4.77.0-beta.1-jar-with-dependencies.jar
apache/ignite,maven,modules/core,modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/TcpDiscoverySpi.java,org.apache.ignite.spi.discovery.tcp.TcpDiscoverySpi,modules/core/src/test/java/org/apache/ignite/spi/discovery/tcp/TestTcpDiscoverySpi.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_ignite/modules_core/ignite-core-2.18.0-SNAPSHOT-jar-with-dependencies.jar
apache/ignite,maven,modules/core,modules/core/src/main/java/org/apache/ignite/spi/communication/tcp/TcpCommunicationSpi.java,org.apache.ignite.spi.communication.tcp.TcpCommunicationSpi,modules/core/src/test/java/org/apache/ignite/util/TestTcpCommunicationSpi.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_ignite/modules_core/ignite-core-2.18.0-SNAPSHOT-jar-with-dependencies.jar
strimzi/strimzi-kafka-operator,maven,cluster-operator,cluster-operator/src/main/java/io/strimzi/operator/cluster/model/KafkaCluster.java,io.strimzi.operator.cluster.model.KafkaCluster,cluster-operator/src/test/java/io/strimzi/operator/cluster/model/KafkaClusterTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/strimzi_strimzi-kafka-operator/cluster-operator/cluster-operator-0.50.0-SNAPSHOT-jar-with-dependencies.jar
strimzi/strimzi-kafka-operator,maven,cluster-operator,cluster-operator/src/main/java/io/strimzi/operator/cluster/model/KafkaConnectCluster.java,io.strimzi.operator.cluster.model.KafkaConnectCluster,cluster-operator/src/test/java/io/strimzi/operator/cluster/model/KafkaConnectClusterTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/strimzi_strimzi-kafka-operator/cluster-operator/cluster-operator-0.50.0-SNAPSHOT-jar-with-dependencies.jar
alibaba/druid,maven,core,core/src/main/java/com/alibaba/druid/pool/DruidDataSource.java,com.alibaba.druid.pool.DruidDataSource,core/src/test/java/com/alibaba/druid/bvt/pool/DruidDataSourceTest.java;core/src/test/java/com/alibaba/druid/bvt/pool/TestDruidDataSource.java;core/src/test/java/com/alibaba/druid/pool/DruidDataSourceTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/alibaba_druid/core/druid-1.2.28-SNAPSHOT-jar-with-dependencies.jar
alibaba/druid,maven,core,core/src/main/java/com/alibaba/druid/sql/parser/SQLExprParser.java,com.alibaba.druid.sql.parser.SQLExprParser,core/src/test/java/com/alibaba/druid/sql/SQLExprParserTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/alibaba_druid/core/druid-1.2.28-SNAPSHOT-jar-with-dependencies.jar
eclipse-vertx/vert.x,maven,vertx-core,vertx-core/src/main/java/io/vertx/core/Vertx.java,io.vertx.core.Vertx,vertx-core/src/test/java/io/vertx/tests/vertx/VertxTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/eclipse-vertx_vert.x/vertx-core/vertx-core-5.1.0-SNAPSHOT-jar-with-dependencies.jar
eclipse-vertx/vert.x,maven,vertx-core,vertx-core/src/main/java/io/vertx/core/net/impl/VertxConnection.java,io.vertx.core.net.impl.VertxConnection,vertx-core/src/test/java/io/vertx/tests/net/VertxConnectionTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/eclipse-vertx_vert.x/vertx-core/vertx-core-5.1.0-SNAPSHOT-jar-with-dependencies.jar
apache/dolphinscheduler,maven,dolphinscheduler-api,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/enums/Status.java,org.apache.dolphinscheduler.api.enums.Status,dolphinscheduler-api/src/test/java/org/apache/dolphinscheduler/api/enums/StatusTest.java,FAIL
apache/dolphinscheduler,maven,dolphinscheduler-service,dolphinscheduler-service/src/main/java/org/apache/dolphinscheduler/service/process/ProcessService.java,org.apache.dolphinscheduler.service.process.ProcessService,dolphinscheduler-service/src/test/java/org/apache/dolphinscheduler/service/process/ProcessServiceTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/apache_dolphinscheduler/dolphinscheduler-service/dolphinscheduler-service-dev-SNAPSHOT-jar-with-dependencies.jar
pinpoint-apm/pinpoint,maven,.,web/src/main/java/com/navercorp/pinpoint/web/dao/hbase/HbaseApplicationTraceIndexDao.java,com.navercorp.pinpoint.web.dao.hbase.HbaseApplicationTraceIndexDao,web/src/test/java/com/navercorp/pinpoint/web/dao/hbase/HbaseApplicationTraceIndexDaoTest.java,FAIL
pinpoint-apm/pinpoint,maven,web,web/src/main/java/com/navercorp/pinpoint/web/applicationmap/ApplicationMapBuilder.java,com.navercorp.pinpoint.web.applicationmap.ApplicationMapBuilder,web/src/test/java/com/navercorp/pinpoint/web/applicationmap/ApplicationMapBuilderTest.java,FAIL
jabref/jabref,gradle,jabgui,jabgui/src/main/java/org/jabref/gui/preferences/JabRefGuiPreferences.java,org.jabref.gui.preferences.JabRefGuiPreferences,jablib/src/test/java/org/jabref/logic/preferences/JabRefGuiPreferencesTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/jabref_jabref/jabgui/jabgui-100.0.0.jar
jabref/jabref,gradle,jablib,jablib/src/main/java/org/jabref/model/entry/BibEntry.java,org.jabref.model.entry.BibEntry,jablib/src/test/java/org/jabref/model/entry/BibEntryTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/jabref_jabref/jablib/jablib.jar
thingsboard/thingsboard,maven,application,application/src/main/java/org/thingsboard/server/controller/EdgeController.java,org.thingsboard.server.controller.EdgeController,application/src/test/java/org/thingsboard/server/controller/EdgeControllerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/thingsboard_thingsboard/application/thingsboard-jar-with-dependencies.jar
thingsboard/thingsboard,maven,application,application/src/main/java/org/thingsboard/server/controller/EntityViewController.java,org.thingsboard.server.controller.EntityViewController,application/src/test/java/org/thingsboard/server/controller/EntityViewControllerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/thingsboard_thingsboard/application/thingsboard-jar-with-dependencies.jar
aws/aws-sdk-java-v2,maven,codegen,codegen/src/main/java/software/amazon/awssdk/codegen/poet/client/AsyncClientClass.java,software.amazon.awssdk.codegen.poet.client.AsyncClientClass,codegen/src/test/java/software/amazon/awssdk/codegen/poet/client/AsyncClientClassTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/aws_aws-sdk-java-v2/codegen/aws-sdk-java-codegen-2.41.2-SNAPSHOT-jar-with-dependencies.jar
aws/aws-sdk-java-v2,maven,codegen,codegen/src/main/java/software/amazon/awssdk/codegen/poet/client/SyncClientClass.java,software.amazon.awssdk.codegen.poet.client.SyncClientClass,codegen/src/test/java/software/amazon/awssdk/codegen/poet/client/SyncClientClassTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/aws_aws-sdk-java-v2/codegen/aws-sdk-java-codegen-2.41.2-SNAPSHOT-jar-with-dependencies.jar
camunda-cloud/zeebe,maven,clients/java,clients/java/src/main/java/io/camunda/client/CamundaClient.java,io.camunda.client.CamundaClient,clients/java/src/test/java/io/camunda/client/CamundaClientTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/camunda-cloud_zeebe/clients_java/camunda-client-java-8.9.0-SNAPSHOT-jar-with-dependencies.jar
camunda-cloud/zeebe,maven,zeebe/exporters/camunda-exporter,zeebe/exporters/camunda-exporter/src/main/java/io/camunda/exporter/DefaultExporterResourceProvider.java,io.camunda.exporter.DefaultExporterResourceProvider,zeebe/exporters/camunda-exporter/src/test/java/io/camunda/exporter/DefaultExporterResourceProviderTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/camunda-cloud_zeebe/zeebe_exporters_camunda-exporter/camunda-exporter-8.9.0-SNAPSHOT-jar-with-dependencies.jar
google/error-prone,maven,check_api,check_api/src/main/java/com/google/errorprone/fixes/SuggestedFixes.java,com.google.errorprone.fixes.SuggestedFixes,core/src/test/java/com/google/errorprone/fixes/SuggestedFixesTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/google_error-prone/check_api/error_prone_check_api-1.0-HEAD-SNAPSHOT-jar-with-dependencies.jar
google/error-prone,maven,check_api,check_api/src/main/java/com/google/errorprone/util/ASTHelpers.java,com.google.errorprone.util.ASTHelpers,check_api/src/test/java/com/google/errorprone/util/ASTHelpersTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/google_error-prone/check_api/error_prone_check_api-1.0-HEAD-SNAPSHOT-jar-with-dependencies.jar
pmd/pmd,maven,pmd-java,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/rule/internal/JavaRuleUtil.java,net.sourceforge.pmd.lang.java.rule.internal.JavaRuleUtil,pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/internal/JavaRuleUtilTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/pmd_pmd/pmd-java/pmd-java-7.21.0-SNAPSHOT-jar-with-dependencies.jar
pmd/pmd,maven,pmd-core,pmd-core/src/main/java/net/sourceforge/pmd/PmdAnalysis.java,net.sourceforge.pmd.PmdAnalysis,pmd-core/src/test/java/net/sourceforge/pmd/PmdAnalysisTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/pmd_pmd/pmd-core/pmd-core-7.21.0-SNAPSHOT-jar-with-dependencies.jar
eclipse/jetty.project,maven,jetty-ee9/jetty-ee9-nested,jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/ContextHandler.java,org.eclipse.jetty.ee9.nested.ContextHandler,jetty-core/jetty-deploy/src/test/java/org/eclipse/jetty/deploy/test/TestContextHandler.java;jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/handler/ContextHandlerTest.java;jetty-ee9/jetty-ee9-nested/src/test/java/org/eclipse/jetty/ee9/nested/ContextHandlerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/eclipse_jetty.project/jetty-ee9_jetty-ee9-nested/jetty-ee9-nested-12.1.6-SNAPSHOT-jar-with-dependencies.jar
eclipse/jetty.project,maven,jetty-core/jetty-server,jetty-core/jetty-server/src/main/java/org/eclipse/jetty/server/internal/HttpConnection.java,org.eclipse.jetty.server.internal.HttpConnection,jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/HttpConnectionTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/eclipse_jetty.project/jetty-core_jetty-server/jetty-server-12.1.6-SNAPSHOT-jar-with-dependencies.jar
axonframework/axonframework,maven,axon-server-connector,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/AxonServerConfiguration.java,org.axonframework.axonserver.connector.AxonServerConfiguration,axon-server-connector/src/test/java/org/axonframework/axonserver/connector/AxonServerConfigurationTest.java,FAIL
axonframework/axonframework,maven,axon-server-connector,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/AxonServerConnectionManager.java,org.axonframework.axonserver.connector.AxonServerConnectionManager,axon-server-connector/src/test/java/org/axonframework/axonserver/connector/AxonServerConnectionManagerTest.java,FAIL
questdb/questdb,maven,core,core/src/main/java/io/questdb/cairo/TableWriter.java,io.questdb.cairo.TableWriter,core/src/test/java/io/questdb/test/cairo/TableWriterTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/questdb_questdb/core/questdb-9.2.4-SNAPSHOT-jar-with-dependencies.jar
questdb/questdb,maven,core,core/src/main/java/io/questdb/ServerMain.java,io.questdb.ServerMain,core/src/test/java/io/questdb/test/ServerMainTest.java;core/src/test/java/io/questdb/test/TestServerMain.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/questdb_questdb/core/questdb-9.2.4-SNAPSHOT-jar-with-dependencies.jar
libgdx/libgdx,gradle,gdx,gdx/src/com/badlogic/gdx/scenes/scene2d/Stage.java,,tests/gdx-tests/src/com/badlogic/gdx/tests/StageTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/libgdx_libgdx/gdx/gdx-1.14.1-SNAPSHOT.jar
libgdx/libgdx,gradle,gdx,gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Table.java,,tests/gdx-tests/src/com/badlogic/gdx/tests/TableTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/libgdx_libgdx/gdx/gdx-1.14.1-SNAPSHOT.jar
halo-dev/halo,gradle,application,application/src/main/java/run/halo/app/plugin/HaloPluginManager.java,run.halo.app.plugin.HaloPluginManager,application/src/test/java/run/halo/app/plugin/HaloPluginManagerTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/halo-dev_halo/application/application-2.22.0-SNAPSHOT.jar
halo-dev/halo,gradle,application,application/src/main/java/run/halo/app/theme/finders/impl/PostFinderImpl.java,run.halo.app.theme.finders.impl.PostFinderImpl,application/src/test/java/run/halo/app/theme/finders/impl/PostFinderImplTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/halo-dev_halo/application/application-2.22.0-SNAPSHOT.jar
apache/skywalking,maven,oap-server/server-core,oap-server/server-core/src/main/java/org/apache/skywalking/oap/server/core/CoreModuleConfig.java,org.apache.skywalking.oap.server.core.CoreModuleConfig,oap-server/server-core/src/test/java/org/apache/skywalking/oap/server/core/CoreModuleConfigTest.java,FAIL
apache/skywalking,maven,oap-server/server-core,oap-server/server-core/src/main/java/org/apache/skywalking/oap/server/core/storage/model/StorageModels.java,org.apache.skywalking.oap.server.core.storage.model.StorageModels,oap-server/server-core/src/test/java/org/apache/skywalking/oap/server/core/storage/model/StorageModelsTest.java,FAIL
assertj/assertj-core,maven,assertj-core,assertj-core/src/main/java/org/assertj/core/api/Assumptions.java,org.assertj.core.api.Assumptions,assertj-tests/assertj-integration-tests/assertj-core-osgi/src/test/java/org/assertj/tests/core/osgi/AssumptionsTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/assertj_assertj-core/assertj-core/assertj-core-4.0.0-SNAPSHOT.jar
assertj/assertj-core,maven,assertj-core,assertj-core/src/main/java/org/assertj/core/api/InstanceOfAssertFactories.java,org.assertj.core.api.InstanceOfAssertFactories,assertj-core/src/test/java/org/assertj/core/api/InstanceOfAssertFactoriesTest.java;assertj-tests/assertj-integration-tests/assertj-guava-tests/src/test/java/org/assertj/tests/guava/api/InstanceOfAssertFactoriesTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/assertj_assertj-core/assertj-core/assertj-core-4.0.0-SNAPSHOT.jar
vespa-engine/vespa,maven,config-model,config-model/src/main/java/com/yahoo/vespa/model/application/validation/Validation.java,com.yahoo.vespa.model.application.validation.Validation,vespajlib/src/test/java/ai/vespa/validation/ValidationTest.java,FAIL
vespa-engine/vespa,maven,config-model,config-model/src/main/java/com/yahoo/vespa/model/content/cluster/ContentCluster.java,com.yahoo.vespa.model.content.cluster.ContentCluster,config-model/src/test/java/com/yahoo/vespa/model/content/ContentClusterTest.java,FAIL
geoserver/geoserver,maven,src/main,src/main/src/main/java/org/geoserver/config/util/XStreamPersister.java,org.geoserver.config.util.XStreamPersister,src/main/src/test/java/org/geoserver/config/util/XStreamPersisterTest.java;src/main/src/test/java/org/geoserver/util/XStreamPersisterTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/geoserver_geoserver/src_main/gs-main-3.0-SNAPSHOT.jar
geoserver/geoserver,maven,src/gwc,src/gwc/src/main/java/org/geoserver/gwc/GWC.java,org.geoserver.gwc.GWC,src/gwc/src/test/java/org/geoserver/gwc/GWCTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/geoserver_geoserver/src_gwc/gs-gwc-3.0-SNAPSHOT.jar
apache/tomcat,maven,modules/jdbc-pool,modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties.java,org.apache.tomcat.jdbc.pool.PoolProperties,modules/jdbc-pool/src/test/java/org/apache/tomcat/jdbc/pool/PoolPropertiesTest.java,FAIL
apache/tomcat,maven,modules/jdbc-pool,modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport.java,org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReport,modules/jdbc-pool/src/test/java/org/apache/tomcat/jdbc/test/TestSlowQueryReport.java,FAIL
swagger-api/swagger-core,maven,modules/swagger-jaxrs2,modules/swagger-jaxrs2/src/main/java/io/swagger/v3/jaxrs2/Reader.java,io.swagger.v3.jaxrs2.Reader,modules/swagger-java17-support/src/test/java/io/swagger/v3/java17/Reader/ReaderTest.java;modules/swagger-jaxrs2/src/test/java/io/swagger/v3/jaxrs2/ReaderTest.java,/Users/amirdeljouyi/se/integration-tests-llm/dataset-builder/out/swagger-api_swagger-core/modules_swagger-jaxrs2/swagger-jaxrs2-2.2.42-SNAPSHOT-jar-with-dependencies.jar
