repo,class_path,test_paths,commit_count,last_commit_date
thingsboard/thingsboard,application/src/main/java/org/thingsboard/server/controller/EntityViewController.java,application/src/test/java/org/thingsboard/server/controller/EntityViewControllerTest.java,100,2025-11-21T08:47:51+00:00
aws/aws-sdk-java-v2,codegen/src/main/java/software/amazon/awssdk/codegen/poet/client/AsyncClientClass.java,codegen/src/test/java/software/amazon/awssdk/codegen/poet/client/AsyncClientClassTest.java,100,2025-10-17T21:57:18+00:00
aws/aws-sdk-java-v2,codegen/src/main/java/software/amazon/awssdk/codegen/poet/client/SyncClientClass.java,codegen/src/test/java/software/amazon/awssdk/codegen/poet/client/SyncClientClassTest.java,94,2025-10-17T21:57:18+00:00
camunda-cloud/zeebe,clients/java/src/main/java/io/camunda/client/CamundaClient.java,clients/java/src/test/java/io/camunda/client/CamundaClientTest.java,100,2025-11-25T14:05:26+00:00
camunda-cloud/zeebe,zeebe/exporters/camunda-exporter/src/main/java/io/camunda/exporter/DefaultExporterResourceProvider.java,zeebe/exporters/camunda-exporter/src/test/java/io/camunda/exporter/DefaultExporterResourceProviderTest.java,100,2025-11-18T11:56:14+00:00
google/error-prone,check_api/src/main/java/com/google/errorprone/fixes/SuggestedFixes.java,core/src/test/java/com/google/errorprone/fixes/SuggestedFixesTest.java,100,2025-11-24T22:45:29+00:00
google/error-prone,check_api/src/main/java/com/google/errorprone/util/ASTHelpers.java,check_api/src/test/java/com/google/errorprone/util/ASTHelpersTest.java,100,2025-11-24T22:45:29+00:00
pmd/pmd,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/rule/internal/JavaRuleUtil.java,pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/internal/JavaRuleUtilTest.java,100,2025-10-18T11:00:39+00:00
pmd/pmd,pmd-core/src/main/java/net/sourceforge/pmd/PmdAnalysis.java,pmd-core/src/test/java/net/sourceforge/pmd/PmdAnalysisTest.java,100,2025-07-04T07:27:41+00:00
eclipse/jetty.project,jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/ContextHandler.java,jetty-core/jetty-deploy/src/test/java/org/eclipse/jetty/deploy/test/TestContextHandler.java;jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/handler/ContextHandlerTest.java;jetty-ee9/jetty-ee9-nested/src/test/java/org/eclipse/jetty/ee9/nested/ContextHandlerTest.java,100,2025-11-10T16:16:13+00:00
eclipse/jetty.project,jetty-core/jetty-server/src/main/java/org/eclipse/jetty/server/internal/HttpConnection.java,jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/HttpConnectionTest.java,100,2025-11-05T21:27:53+00:00
axonframework/axonframework,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/AxonServerConfiguration.java,axon-server-connector/src/test/java/org/axonframework/axonserver/connector/AxonServerConfigurationTest.java,100,2025-11-06T13:14:32+00:00
axonframework/axonframework,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/AxonServerConnectionManager.java,axon-server-connector/src/test/java/org/axonframework/axonserver/connector/AxonServerConnectionManagerTest.java,100,2025-11-04T14:19:21+00:00
questdb/questdb,core/src/main/java/io/questdb/cairo/TableWriter.java,core/src/test/java/io/questdb/test/cairo/TableWriterTest.java,100,2025-11-26T21:12:07+00:00
questdb/questdb,core/src/main/java/io/questdb/ServerMain.java,core/src/test/java/io/questdb/test/ServerMainTest.java;core/src/test/java/io/questdb/test/TestServerMain.java,100,2025-11-25T13:55:03+00:00
libgdx/libgdx,gdx/src/com/badlogic/gdx/scenes/scene2d/Stage.java,tests/gdx-tests/src/com/badlogic/gdx/tests/StageTest.java,100,2025-11-06T12:05:29+00:00
libgdx/libgdx,gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Table.java,tests/gdx-tests/src/com/badlogic/gdx/tests/TableTest.java,100,2025-10-16T10:38:56+00:00
halo-dev/halo,application/src/main/java/run/halo/app/plugin/HaloPluginManager.java,application/src/test/java/run/halo/app/plugin/HaloPluginManagerTest.java,20,2025-10-28T10:19:17+00:00
halo-dev/halo,application/src/main/java/run/halo/app/theme/finders/impl/PostFinderImpl.java,application/src/test/java/run/halo/app/theme/finders/impl/PostFinderImplTest.java,18,2025-10-22T10:04:16+00:00
apache/skywalking,oap-server/server-core/src/main/java/org/apache/skywalking/oap/server/core/CoreModuleConfig.java,oap-server/server-core/src/test/java/org/apache/skywalking/oap/server/core/CoreModuleConfigTest.java,59,2025-10-25T02:27:10+00:00
apache/skywalking,oap-server/server-core/src/main/java/org/apache/skywalking/oap/server/core/storage/model/StorageModels.java,oap-server/server-core/src/test/java/org/apache/skywalking/oap/server/core/storage/model/StorageModelsTest.java,56,2025-10-01T14:00:36+00:00
assertj/assertj-core,assertj-core/src/main/java/org/assertj/core/api/Assumptions.java,assertj-tests/assertj-integration-tests/assertj-core-osgi/src/test/java/org/assertj/tests/core/osgi/AssumptionsTest.java,17,2025-11-13T16:58:57+00:00
assertj/assertj-core,assertj-core/src/main/java/org/assertj/core/api/InstanceOfAssertFactories.java,assertj-core/src/test/java/org/assertj/core/api/InstanceOfAssertFactoriesTest.java;assertj-tests/assertj-integration-tests/assertj-guava-tests/src/test/java/org/assertj/tests/guava/api/InstanceOfAssertFactoriesTest.java,17,2025-11-13T16:58:57+00:00
vespa-engine/vespa,config-model/src/main/java/com/yahoo/vespa/model/application/validation/Validation.java,vespajlib/src/test/java/ai/vespa/validation/ValidationTest.java,100,2025-11-24T12:54:14+00:00
vespa-engine/vespa,config-model/src/main/java/com/yahoo/vespa/model/content/cluster/ContentCluster.java,config-model/src/test/java/com/yahoo/vespa/model/content/ContentClusterTest.java,100,2025-11-22T19:58:20+00:00
geoserver/geoserver,src/main/src/main/java/org/geoserver/config/util/XStreamPersister.java,src/main/src/test/java/org/geoserver/config/util/XStreamPersisterTest.java;src/main/src/test/java/org/geoserver/util/XStreamPersisterTest.java,100,2025-11-19T13:05:01+00:00
geoserver/geoserver,src/gwc/src/main/java/org/geoserver/gwc/GWC.java,src/gwc/src/test/java/org/geoserver/gwc/GWCTest.java,100,2025-10-22T12:48:39+00:00
apache/tomcat,modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties.java,modules/jdbc-pool/src/test/java/org/apache/tomcat/jdbc/pool/PoolPropertiesTest.java,50,2025-09-03T12:39:11+00:00
apache/tomcat,modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport.java,modules/jdbc-pool/src/test/java/org/apache/tomcat/jdbc/test/TestSlowQueryReport.java,40,2025-09-03T12:39:11+00:00
swagger-api/swagger-core,modules/swagger-jaxrs2/src/main/java/io/swagger/v3/jaxrs2/Reader.java,modules/swagger-java17-support/src/test/java/io/swagger/v3/java17/Reader/ReaderTest.java;modules/swagger-jaxrs2/src/test/java/io/swagger/v3/jaxrs2/ReaderTest.java,90,2025-06-11T17:24:44+00:00
swagger-api/swagger-core,modules/swagger-core/src/main/java/io/swagger/v3/core/util/AnnotationsUtils.java,modules/swagger-core/src/test/java/io/swagger/v3/core/util/AnnotationsUtilsTest.java,80,2025-07-30T08:18:07+00:00
debezium/debezium,debezium-connector-oracle/src/main/java/io/debezium/connector/oracle/OracleConnectorConfig.java,debezium-connector-oracle/src/test/java/io/debezium/connector/oracle/OracleConnectorConfigTest.java,100,2025-11-09T23:15:03+00:00
debezium/debezium,debezium-connector-oracle/src/main/java/io/debezium/connector/oracle/OracleConnection.java,debezium-connector-oracle/src/test/java/io/debezium/connector/oracle/OracleConnectionTest.java,100,2025-10-24T14:38:58+00:00
orientechnologies/orientdb,core/src/main/java/com/orientechnologies/orient/core/record/impl/ODocument.java,core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentTest.java,100,2025-11-13T00:04:12+00:00
orientechnologies/orientdb,core/src/main/java/com/orientechnologies/orient/core/sql/parser/OMatchStatement.java,core/src/test/java/com/orientechnologies/orient/core/sql/parser/OMatchStatementTest.java,100,2025-11-13T00:04:12+00:00
open-telemetry/opentelemetry-java-instrumentation,instrumentation-api/src/main/java/io/opentelemetry/instrumentation/api/instrumenter/Instrumenter.java,instrumentation-api/src/test/java/io/opentelemetry/instrumentation/api/instrumenter/InstrumenterTest.java,49,2025-11-25T16:24:23+00:00
open-telemetry/opentelemetry-java-instrumentation,javaagent-tooling/src/main/java/io/opentelemetry/javaagent/tooling/OpenTelemetryInstaller.java,javaagent-tooling/src/test/java/io/opentelemetry/javaagent/tooling/OpenTelemetryInstallerTest.java,42,2025-09-12T13:48:13+00:00
apache/pinot,pinot-segment-local/src/main/java/org/apache/pinot/segment/local/utils/TableConfigUtils.java,pinot-segment-local/src/test/java/org/apache/pinot/segment/local/utils/TableConfigUtilsTest.java,100,2025-11-26T23:23:19+00:00
apache/pinot,pinot-controller/src/main/java/org/apache/pinot/controller/helix/core/realtime/PinotLLCRealtimeSegmentManager.java,pinot-controller/src/test/java/org/apache/pinot/controller/helix/core/realtime/PinotLLCRealtimeSegmentManagerTest.java,100,2025-11-25T00:59:38+00:00
real-logic/aeron,aeron-client/src/main/java/io/aeron/Subscription.java,aeron-client/src/test/java/io/aeron/SubscriptionTest.java,100,2025-11-24T14:34:05+00:00
real-logic/aeron,aeron-cluster/src/main/java/io/aeron/cluster/client/AeronCluster.java,aeron-cluster/src/test/java/io/aeron/cluster/client/AeronClusterTest.java,100,2025-11-24T12:04:42+00:00
reactor/reactor-core,reactor-core/src/main/java/reactor/core/publisher/Mono.java,reactor-core/src/test/java/reactor/core/publisher/scenarios/MonoTests.java,100,2025-11-03T08:12:14+00:00
reactor/reactor-core,reactor-core/src/main/java/reactor/core/publisher/Operators.java,reactor-core/src/test/java/reactor/core/publisher/OperatorsTest.java,100,2025-11-03T08:12:14+00:00
hyperledger/besu,consensus/merge/src/main/java/org/hyperledger/besu/consensus/merge/blockcreation/MergeCoordinator.java,consensus/merge/src/test/java/org/hyperledger/besu/consensus/merge/blockcreation/MergeCoordinatorTest.java,100,2025-11-20T00:23:51+00:00
hyperledger/besu,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/mainnet/MainnetProtocolSpecs.java,ethereum/core/src/test/java/org/hyperledger/besu/ethereum/mainnet/MainnetProtocolSpecsTest.java,100,2025-11-11T09:43:05+00:00
apache/hudi,hudi-client/hudi-client-common/src/main/java/org/apache/hudi/client/BaseHoodieWriteClient.java,hudi-client/hudi-client-common/src/test/java/org/apache/hudi/client/TestBaseHoodieWriteClient.java,100,2025-11-25T21:38:12+00:00
apache/hudi,hudi-client/hudi-client-common/src/main/java/org/apache/hudi/config/HoodieWriteConfig.java,hudi-client/hudi-client-common/src/test/java/org/apache/hudi/config/TestHoodieWriteConfig.java,100,2025-11-11T16:07:12+00:00
bisq-network/bisq,common/src/main/java/bisq/common/config/Config.java,common/src/test/java/bisq/common/config/ConfigTests.java,100,2025-10-09T01:20:17+00:00
bisq-network/bisq,core/src/main/java/bisq/core/user/Preferences.java,core/src/test/java/bisq/core/user/PreferencesTest.java,100,2025-07-09T00:56:51+00:00
apache/incubator-shenyu,shenyu-common/src/main/java/org/apache/shenyu/common/enums/PluginEnum.java,shenyu-common/src/test/java/org/apache/shenyu/common/enums/PluginEnumTest.java,57,2025-08-13T02:06:26+00:00
apache/incubator-shenyu,shenyu-common/src/main/java/org/apache/shenyu/common/config/ShenyuConfig.java,shenyu-common/src/test/java/org/apache/shenyu/common/config/ShenyuConfigTest.java,44,2025-07-15T01:06:07+00:00
line/armeria,core/src/main/java/com/linecorp/armeria/common/Flags.java,core/src/test/java/com/linecorp/armeria/common/FlagsTest.java,100,2025-11-24T03:31:32+00:00
line/armeria,core/src/main/java/com/linecorp/armeria/server/HttpServerHandler.java,core/src/test/java/com/linecorp/armeria/server/HttpServerHandlerTest.java,100,2025-09-16T02:16:35+00:00
oracle/opengrok,opengrok-indexer/src/main/java/org/opengrok/indexer/configuration/RuntimeEnvironment.java,opengrok-indexer/src/test/java/org/opengrok/indexer/configuration/RuntimeEnvironmentTest.java,100,2025-09-25T15:33:37+00:00
oracle/opengrok,opengrok-indexer/src/main/java/org/opengrok/indexer/index/IndexDatabase.java,opengrok-indexer/src/test/java/org/opengrok/indexer/index/IndexDatabaseTest.java,100,2025-06-16T09:04:54+00:00
fasterxml/jackson-databind,src/main/java/tools/jackson/databind/introspect/POJOPropertiesCollector.java,src/test/java/tools/jackson/databind/introspect/POJOPropertiesCollectorTest.java,61,2025-11-20T01:14:53+00:00
fasterxml/jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,src/test/java/tools/jackson/databind/deser/bean/BeanDeserializerTest.java,36,2025-11-27T00:12:25+00:00
opentripplanner/opentripplanner,application/src/main/java/org/opentripplanner/transit/service/DefaultTransitService.java,application/src/test/java/org/opentripplanner/transit/service/DefaultTransitServiceTest.java,86,2025-11-13T10:23:37+00:00
opentripplanner/opentripplanner,application/src/main/java/org/opentripplanner/routing/linking/VertexLinker.java,application/src/test/java/org/opentripplanner/routing/linking/VertexLinkerTest.java,69,2025-10-16T11:34:14+00:00
skylot/jadx,jadx-core/src/main/java/jadx/api/JadxDecompiler.java,jadx-core/src/test/java/jadx/api/JadxDecompilerTest.java,100,2025-10-14T20:48:33+00:00
skylot/jadx,jadx-core/src/main/java/jadx/core/codegen/ClassGen.java,jadx-core/src/test/java/jadx/tests/integration/others/TestClassGen.java,100,2024-12-23T21:18:04+00:00
apache/hadoop,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileSystem.java,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/test/java/org/apache/hadoop/fs/TestFileSystem.java,100,2025-11-21T10:21:46+00:00
apache/hadoop,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc/Server.java,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/ipc/TestServer.java;hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/lib/server/TestServer.java,100,2025-11-21T10:21:46+00:00
redisson/redisson,redisson/src/main/java/org/redisson/RedissonExecutorService.java,redisson/src/test/java/org/redisson/executor/RedissonExecutorServiceTest.java,100,2025-10-14T12:05:09+00:00
redisson/redisson,redisson/src/main/java/org/redisson/RedissonScoredSortedSet.java,redisson/src/test/java/org/redisson/RedissonScoredSortedSetTest.java,100,2025-09-16T12:59:45+00:00
wiremock/wiremock,src/main/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptions.java,src/test/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptionsTest.java,100,2025-11-20T16:00:11+00:00
tomakehurst/wiremock,src/main/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptions.java,src/test/java/com/github/tomakehurst/wiremock/standalone/CommandLineOptionsTest.java,100,2025-11-20T16:00:11+00:00
